Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
143362,1177762,2018,Quebec,2021A000224,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693515,6.1.1.2.10.1.2.1,12.0,,,,0
145002,1193402,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605315,6.2.1.2.1.1.2.1,1534.0,,,,0
145042,1193442,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603740,6.2.1.2.2.1.2.1,463.0,,,,0
145082,1193482,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605090,6.2.1.2.3.1.2.1,35.0,,,,0
145122,1193522,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603290,6.2.1.2.4.1.2.1,228.0,,,,0
145162,1193562,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604415,6.2.1.2.5.1.2.1,91.0,,,,0
145202,1193602,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604640,6.2.1.2.6.1.2.1,22.0,,,,0
145242,1193642,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604190,6.2.1.2.7.1.2.1,128.0,,,,0
145282,1193682,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604865,6.2.1.2.8.1.2.1,16.0,,,,0
145322,1193722,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603965,6.2.1.2.9.1.2.1,531.0,,,,0
145362,1193762,2018,Quebec,2021A000224,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603515,6.2.1.2.10.1.2.1,20.0,,,,0
147002,1209402,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695312,7.1.1.2.1.1.2.1,1794.0,,,,0
147042,1209442,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693737,7.1.1.2.2.1.2.1,1024.0,,,,0
147082,1209482,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695087,7.1.1.2.3.1.2.1,23.0,,,,0
147122,1209522,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693287,7.1.1.2.4.1.2.1,231.0,,,,0
147162,1209562,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694412,7.1.1.2.5.1.2.1,47.0,,,,0
147202,1209602,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694637,7.1.1.2.6.1.2.1,7.0,,,,0
147242,1209642,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694187,7.1.1.2.7.1.2.1,39.0,,,,0
147282,1209682,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694862,7.1.1.2.8.1.2.1,47.0,,,,0
147322,1209722,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693962,7.1.1.2.9.1.2.1,321.0,,,,0
147362,1209762,2018,Ontario,2021A000235,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693512,7.1.1.2.10.1.2.1,55.0,,,,0
149002,1225402,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605312,7.2.1.2.1.1.2.1,3855.0,,,,0
149042,1225442,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603737,7.2.1.2.2.1.2.1,1757.0,,,,0
149082,1225482,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605087,7.2.1.2.3.1.2.1,67.0,,,,0
149122,1225522,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603287,7.2.1.2.4.1.2.1,554.0,,,,0
149162,1225562,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604412,7.2.1.2.5.1.2.1,130.0,,,,0
149202,1225602,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604637,7.2.1.2.6.1.2.1,30.0,,,,0
149242,1225642,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604187,7.2.1.2.7.1.2.1,142.0,,,,0
149282,1225682,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604862,7.2.1.2.8.1.2.1,194.0,,,,0
149322,1225722,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603962,7.2.1.2.9.1.2.1,872.0,,,,0
149362,1225762,2018,Ontario,2021A000235,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603512,7.2.1.2.10.1.2.1,109.0,,,,0
151002,1241402,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695321,8.1.1.2.1.1.2.1,102.0,,,,0
151042,1241442,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693746,8.1.1.2.2.1.2.1,40.0,,,,0
151082,1241482,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695096,8.1.1.2.3.1.2.1,1.0,,,,0
151122,1241522,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693296,8.1.1.2.4.1.2.1,12.0,,,,0
151162,1241562,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694421,8.1.1.2.5.1.2.1,17.0,,,,0
151202,1241602,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694646,8.1.1.2.6.1.2.1,0.0,,,,0
151242,1241642,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694196,8.1.1.2.7.1.2.1,3.0,,,,0
151282,1241682,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694871,8.1.1.2.8.1.2.1,6.0,,,,0
151322,1241722,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693971,8.1.1.2.9.1.2.1,23.0,,,,0
151362,1241762,2018,Manitoba,2021A000246,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693521,8.1.1.2.10.1.2.1,0.0,,,,0
153002,1257402,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605321,8.2.1.2.1.1.2.1,369.0,,,,0
153042,1257442,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603746,8.2.1.2.2.1.2.1,102.0,,,,0
153082,1257482,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605096,8.2.1.2.3.1.2.1,3.0,,,,0
153122,1257522,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603296,8.2.1.2.4.1.2.1,56.0,,,,0
153162,1257562,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604421,8.2.1.2.5.1.2.1,62.0,,,,0
153202,1257602,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604646,8.2.1.2.6.1.2.1,0.0,,,,0
153242,1257642,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604196,8.2.1.2.7.1.2.1,20.0,,,,0
153282,1257682,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604871,8.2.1.2.8.1.2.1,49.0,,,,0
153322,1257722,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603971,8.2.1.2.9.1.2.1,77.0,,,,0
153362,1257762,2018,Manitoba,2021A000246,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603521,8.2.1.2.10.1.2.1,0.0,,,,0
155002,1273402,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695333,9.1.1.2.1.1.2.1,40.0,,,,0
155042,1273442,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693758,9.1.1.2.2.1.2.1,13.0,,,,0
155082,1273482,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695108,9.1.1.2.3.1.2.1,2.0,,,,0
155122,1273522,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693308,9.1.1.2.4.1.2.1,6.0,,,,0
155162,1273562,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694433,9.1.1.2.5.1.2.1,8.0,,,,0
155202,1273602,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694658,9.1.1.2.6.1.2.1,1.0,,,,0
155242,1273642,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694208,9.1.1.2.7.1.2.1,3.0,,,,0
155282,1273682,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694883,9.1.1.2.8.1.2.1,0.0,,,,0
155322,1273722,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693983,9.1.1.2.9.1.2.1,7.0,,,,0
155362,1273762,2018,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693533,9.1.1.2.10.1.2.1,0.0,,,,0
157002,1289402,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605333,9.2.1.2.1.1.2.1,167.0,,,,0
157042,1289442,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603758,9.2.1.2.2.1.2.1,29.0,,,,0
157082,1289482,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605108,9.2.1.2.3.1.2.1,2.0,,,,0
157122,1289522,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603308,9.2.1.2.4.1.2.1,18.0,,,,0
157162,1289562,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604433,9.2.1.2.5.1.2.1,32.0,,,,0
157202,1289602,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604658,9.2.1.2.6.1.2.1,13.0,,,,0
157242,1289642,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604208,9.2.1.2.7.1.2.1,16.0,,,,0
157282,1289682,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604883,9.2.1.2.8.1.2.1,7.0,,,,0
157322,1289722,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603983,9.2.1.2.9.1.2.1,50.0,,,,0
157362,1289762,2018,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603533,9.2.1.2.10.1.2.1,0.0,,,,0
159002,1305402,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695318,10.1.1.2.1.1.2.1,536.0,,,,0
159042,1305442,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693743,10.1.1.2.2.1.2.1,79.0,,,,0
159082,1305482,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695093,10.1.1.2.3.1.2.1,50.0,,,,0
159122,1305522,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693293,10.1.1.2.4.1.2.1,84.0,,,,0
159162,1305562,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694418,10.1.1.2.5.1.2.1,51.0,,,,0
159202,1305602,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694643,10.1.1.2.6.1.2.1,49.0,,,,0
159242,1305642,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694193,10.1.1.2.7.1.2.1,28.0,,,,0
159282,1305682,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694868,10.1.1.2.8.1.2.1,31.0,,,,0
159322,1305722,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693968,10.1.1.2.9.1.2.1,164.0,,,,0
159362,1305762,2018,Alberta,2021A000248,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693518,10.1.1.2.10.1.2.1,0.0,,,,0
161002,1321402,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605318,10.2.1.2.1.1.2.1,1572.0,,,,0
161042,1321442,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603743,10.2.1.2.2.1.2.1,261.0,,,,0
161082,1321482,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605093,10.2.1.2.3.1.2.1,91.0,,,,0
161122,1321522,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603293,10.2.1.2.4.1.2.1,263.0,,,,0
161162,1321562,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604418,10.2.1.2.5.1.2.1,101.0,,,,0
161202,1321602,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604643,10.2.1.2.6.1.2.1,198.0,,,,0
161242,1321642,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604193,10.2.1.2.7.1.2.1,70.0,,,,0
161282,1321682,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604868,10.2.1.2.8.1.2.1,142.0,,,,0
161322,1321722,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603968,10.2.1.2.9.1.2.1,442.0,,,,0
161362,1321762,2018,Alberta,2021A000248,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603518,10.2.1.2.10.1.2.1,4.0,,,,0
163002,1337402,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695306,11.1.1.2.1.1.2.1,295.0,,,,0
163042,1337442,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693731,11.1.1.2.2.1.2.1,92.0,,,,0
163082,1337482,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695081,11.1.1.2.3.1.2.1,6.0,,,,0
163122,1337522,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693281,11.1.1.2.4.1.2.1,54.0,,,,0
163162,1337562,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694406,11.1.1.2.5.1.2.1,8.0,,,,0
163202,1337602,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694631,11.1.1.2.6.1.2.1,16.0,,,,0
163242,1337642,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694181,11.1.1.2.7.1.2.1,25.0,,,,0
163282,1337682,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694856,11.1.1.2.8.1.2.1,15.0,,,,0
163322,1337722,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693956,11.1.1.2.9.1.2.1,75.0,,,,0
163362,1337762,2018,British Columbia,2021A000259,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693506,11.1.1.2.10.1.2.1,4.0,,,,0
165002,1353402,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605306,11.2.1.2.1.1.2.1,876.0,,,,0
165042,1353442,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603731,11.2.1.2.2.1.2.1,286.0,,,,0
165082,1353482,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605081,11.2.1.2.3.1.2.1,18.0,,,,0
165122,1353522,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603281,11.2.1.2.4.1.2.1,185.0,,,,0
165162,1353562,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604406,11.2.1.2.5.1.2.1,28.0,,,,0
165202,1353602,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604631,11.2.1.2.6.1.2.1,30.0,,,,0
165242,1353642,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604181,11.2.1.2.7.1.2.1,64.0,,,,0
165282,1353682,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604856,11.2.1.2.8.1.2.1,98.0,,,,0
165322,1353722,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603956,11.2.1.2.9.1.2.1,165.0,,,,0
165362,1353762,2018,British Columbia,2021A000259,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603506,11.2.1.2.10.1.2.1,2.0,,,,0
167002,1369402,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695342,12.1.1.2.1.1.2.1,0.0,,,,0
167042,1369442,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693767,12.1.1.2.2.1.2.1,0.0,,,,0
167082,1369482,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695117,12.1.1.2.3.1.2.1,0.0,,,,0
167122,1369522,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693317,12.1.1.2.4.1.2.1,0.0,,,,0
167162,1369562,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694442,12.1.1.2.5.1.2.1,0.0,,,,0
167202,1369602,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694667,12.1.1.2.6.1.2.1,0.0,,,,0
167242,1369642,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694217,12.1.1.2.7.1.2.1,0.0,,,,0
167282,1369682,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694892,12.1.1.2.8.1.2.1,0.0,,,,0
167322,1369722,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693992,12.1.1.2.9.1.2.1,0.0,,,,0
167362,1369762,2018,Yukon,2021A000260,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693542,12.1.1.2.10.1.2.1,0.0,,,,0
169002,1385402,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605342,12.2.1.2.1.1.2.1,0.0,,,,0
169042,1385442,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603767,12.2.1.2.2.1.2.1,0.0,,,,0
169082,1385482,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605117,12.2.1.2.3.1.2.1,0.0,,,,0
169122,1385522,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603317,12.2.1.2.4.1.2.1,0.0,,,,0
169162,1385562,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604442,12.2.1.2.5.1.2.1,0.0,,,,0
169202,1385602,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604667,12.2.1.2.6.1.2.1,0.0,,,,0
169242,1385642,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604217,12.2.1.2.7.1.2.1,0.0,,,,0
169282,1385682,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604892,12.2.1.2.8.1.2.1,0.0,,,,0
169322,1385722,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603992,12.2.1.2.9.1.2.1,0.0,,,,0
169362,1385762,2018,Yukon,2021A000260,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603542,12.2.1.2.10.1.2.1,0.0,,,,0
171002,1401402,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695339,13.1.1.2.1.1.2.1,1.0,,,,0
171042,1401442,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693764,13.1.1.2.2.1.2.1,0.0,,,,0
171082,1401482,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695114,13.1.1.2.3.1.2.1,1.0,,,,0
171122,1401522,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693314,13.1.1.2.4.1.2.1,0.0,,,,0
171162,1401562,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694439,13.1.1.2.5.1.2.1,0.0,,,,0
171202,1401602,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694664,13.1.1.2.6.1.2.1,0.0,,,,0
171242,1401642,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694214,13.1.1.2.7.1.2.1,0.0,,,,0
171282,1401682,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694889,13.1.1.2.8.1.2.1,0.0,,,,0
171322,1401722,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693989,13.1.1.2.9.1.2.1,0.0,,,,0
171362,1401762,2018,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693539,13.1.1.2.10.1.2.1,0.0,,,,0
173002,1417402,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605339,13.2.1.2.1.1.2.1,4.0,,,,0
