Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
27596,226916,2016,Ontario,2021A000235,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604862,7.2.1.2.8.1.2.1,362.0,,,,0
27638,226958,2016,Ontario,2021A000235,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603962,7.2.1.2.9.1.2.1,1103.0,,,,0
27680,227000,2016,Ontario,2021A000235,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603512,7.2.1.2.10.1.2.1,248.0,,,,0
29402,244022,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695321,8.1.1.2.1.1.2.1,114.0,,,,0
29444,244064,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693746,8.1.1.2.2.1.2.1,35.0,,,,0
29486,244106,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695096,8.1.1.2.3.1.2.1,0.0,,,,0
29528,244148,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693296,8.1.1.2.4.1.2.1,16.0,,,,0
29570,244190,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694421,8.1.1.2.5.1.2.1,17.0,,,,0
29612,244232,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694646,8.1.1.2.6.1.2.1,1.0,,,,0
29654,244274,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694196,8.1.1.2.7.1.2.1,7.0,,,,0
29696,244316,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694871,8.1.1.2.8.1.2.1,5.0,,,,0
29738,244358,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693971,8.1.1.2.9.1.2.1,30.0,,,,0
29780,244400,2016,Manitoba,2021A000246,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693521,8.1.1.2.10.1.2.1,3.0,,,,0
31502,261422,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605321,8.2.1.2.1.1.2.1,353.0,,,,0
31544,261464,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603746,8.2.1.2.2.1.2.1,98.0,,,,0
31586,261506,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605096,8.2.1.2.3.1.2.1,0.0,,,,0
31628,261548,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603296,8.2.1.2.4.1.2.1,64.0,,,,0
31670,261590,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604421,8.2.1.2.5.1.2.1,48.0,,,,0
31712,261632,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604646,8.2.1.2.6.1.2.1,6.0,,,,0
31754,261674,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604196,8.2.1.2.7.1.2.1,28.0,,,,0
31796,261716,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604871,8.2.1.2.8.1.2.1,42.0,,,,0
31838,261758,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603971,8.2.1.2.9.1.2.1,66.0,,,,0
31880,261800,2016,Manitoba,2021A000246,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603521,8.2.1.2.10.1.2.1,1.0,,,,0
33602,278822,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695333,9.1.1.2.1.1.2.1,47.0,,,,0
33644,278864,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693758,9.1.1.2.2.1.2.1,10.0,,,,0
33686,278906,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695108,9.1.1.2.3.1.2.1,4.0,,,,0
33728,278948,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693308,9.1.1.2.4.1.2.1,4.0,,,,0
33770,278990,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694433,9.1.1.2.5.1.2.1,9.0,,,,0
33812,279032,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694658,9.1.1.2.6.1.2.1,2.0,,,,0
33854,279074,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694208,9.1.1.2.7.1.2.1,2.0,,,,0
33896,279116,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694883,9.1.1.2.8.1.2.1,0.0,,,,0
33938,279158,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693983,9.1.1.2.9.1.2.1,16.0,,,,0
33980,279200,2016,Saskatchewan,2021A000247,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693533,9.1.1.2.10.1.2.1,0.0,,,,0
35702,296222,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605333,9.2.1.2.1.1.2.1,153.0,,,,0
35744,296264,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603758,9.2.1.2.2.1.2.1,28.0,,,,0
35786,296306,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605108,9.2.1.2.3.1.2.1,3.0,,,,0
35828,296348,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603308,9.2.1.2.4.1.2.1,5.0,,,,0
35870,296390,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604433,9.2.1.2.5.1.2.1,30.0,,,,0
35912,296432,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604658,9.2.1.2.6.1.2.1,19.0,,,,0
35954,296474,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604208,9.2.1.2.7.1.2.1,12.0,,,,0
35996,296516,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604883,9.2.1.2.8.1.2.1,5.0,,,,0
36038,296558,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603983,9.2.1.2.9.1.2.1,51.0,,,,0
36080,296600,2016,Saskatchewan,2021A000247,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603533,9.2.1.2.10.1.2.1,0.0,,,,0
37802,313622,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695318,10.1.1.2.1.1.2.1,640.0,,,,0
37844,313664,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693743,10.1.1.2.2.1.2.1,92.0,,,,0
37886,313706,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695093,10.1.1.2.3.1.2.1,71.0,,,,0
37928,313748,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693293,10.1.1.2.4.1.2.1,113.0,,,,0
37970,313790,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694418,10.1.1.2.5.1.2.1,35.0,,,,0
38012,313832,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694643,10.1.1.2.6.1.2.1,47.0,,,,0
38054,313874,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694193,10.1.1.2.7.1.2.1,23.0,,,,0
38096,313916,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694868,10.1.1.2.8.1.2.1,49.0,,,,0
38138,313958,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693968,10.1.1.2.9.1.2.1,192.0,,,,0
38180,314000,2016,Alberta,2021A000248,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693518,10.1.1.2.10.1.2.1,18.0,,,,0
39902,331022,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605318,10.2.1.2.1.1.2.1,1650.0,,,,0
39944,331064,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603743,10.2.1.2.2.1.2.1,205.0,,,,0
39986,331106,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605093,10.2.1.2.3.1.2.1,142.0,,,,0
40028,331148,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603293,10.2.1.2.4.1.2.1,313.0,,,,0
40070,331190,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604418,10.2.1.2.5.1.2.1,87.0,,,,0
40112,331232,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604643,10.2.1.2.6.1.2.1,250.0,,,,0
40154,331274,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604193,10.2.1.2.7.1.2.1,76.0,,,,0
40196,331316,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604868,10.2.1.2.8.1.2.1,149.0,,,,0
40238,331358,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603968,10.2.1.2.9.1.2.1,408.0,,,,0
40280,331400,2016,Alberta,2021A000248,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603518,10.2.1.2.10.1.2.1,20.0,,,,0
42002,348422,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695306,11.1.1.2.1.1.2.1,312.0,,,,0
42044,348464,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693731,11.1.1.2.2.1.2.1,65.0,,,,0
42086,348506,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695081,11.1.1.2.3.1.2.1,23.0,,,,0
42128,348548,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693281,11.1.1.2.4.1.2.1,58.0,,,,0
42170,348590,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694406,11.1.1.2.5.1.2.1,15.0,,,,0
42212,348632,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694631,11.1.1.2.6.1.2.1,23.0,,,,0
42254,348674,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694181,11.1.1.2.7.1.2.1,20.0,,,,0
42296,348716,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694856,11.1.1.2.8.1.2.1,19.0,,,,0
42338,348758,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693956,11.1.1.2.9.1.2.1,76.0,,,,0
42380,348800,2016,British Columbia,2021A000259,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693506,11.1.1.2.10.1.2.1,13.0,,,,0
44102,365822,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605306,11.2.1.2.1.1.2.1,972.0,,,,0
44144,365864,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603731,11.2.1.2.2.1.2.1,208.0,,,,0
44186,365906,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605081,11.2.1.2.3.1.2.1,27.0,,,,0
44228,365948,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603281,11.2.1.2.4.1.2.1,199.0,,,,0
44270,365990,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604406,11.2.1.2.5.1.2.1,54.0,,,,0
44312,366032,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604631,11.2.1.2.6.1.2.1,81.0,,,,0
44354,366074,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604181,11.2.1.2.7.1.2.1,82.0,,,,0
44396,366116,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604856,11.2.1.2.8.1.2.1,101.0,,,,0
44438,366158,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603956,11.2.1.2.9.1.2.1,181.0,,,,0
44480,366200,2016,British Columbia,2021A000259,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603506,11.2.1.2.10.1.2.1,39.0,,,,0
46202,383222,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695342,12.1.1.2.1.1.2.1,0.0,,,,0
46244,383264,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693767,12.1.1.2.2.1.2.1,0.0,,,,0
46286,383306,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695117,12.1.1.2.3.1.2.1,0.0,,,,0
46328,383348,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693317,12.1.1.2.4.1.2.1,0.0,,,,0
46370,383390,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694442,12.1.1.2.5.1.2.1,0.0,,,,0
46412,383432,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694667,12.1.1.2.6.1.2.1,0.0,,,,0
46454,383474,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694217,12.1.1.2.7.1.2.1,0.0,,,,0
46496,383516,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694892,12.1.1.2.8.1.2.1,0.0,,,,0
46538,383558,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693992,12.1.1.2.9.1.2.1,0.0,,,,0
46580,383600,2016,Yukon,2021A000260,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693542,12.1.1.2.10.1.2.1,0.0,,,,0
48302,400622,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605342,12.2.1.2.1.1.2.1,1.0,,,,0
48344,400664,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603767,12.2.1.2.2.1.2.1,0.0,,,,0
48386,400706,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605117,12.2.1.2.3.1.2.1,0.0,,,,0
48428,400748,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603317,12.2.1.2.4.1.2.1,0.0,,,,0
48470,400790,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604442,12.2.1.2.5.1.2.1,0.0,,,,0
48512,400832,2016,Yukon,2021A000260,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604667,12.2.1.2.6.1.2.1,0.0,,,,0
